LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_SAL_TOTPERS_WOFED,SCH_FTE_TEACH_WOFED,SCH_SAL_TEACH_WOFED,SCH_NPE_WOFED,SCH_FTE_AID_WOFED,SCH_SAL_AID_WOFED,SCH_FTE_SUP_WOFED,SCH_SAL_SUP_WOFED,SCH_FTE_ADM_WOFED,SCH_SAL_ADM_WOFED,SCH_SAL_TEACH_WFED,SCH_FTE_AID_WFED,SCH_SAL_AID_WFED,SCH_FTE_SUP_WFED,SCH_SAL_SUP_WFED,SCH_FTE_ADM_WFED,SCH_SAL_ADM_WFED,SCH_SAL_TOTPERS_WFED,SCH_NPE_WFED
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01314,Signal Hill Elementary,510313001314,No,3331988.98,41,2598876.81,299196.21,4,79052.02,2.8,329457.97,6,324602.18,3163003.66,10.5,197353.9,2.8,350498.12,6,324602.18,4035457.86,299196.21
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01315,Parkside Middle,510313001315,No,5574062.45,67.4,4348496.55,604942.49,2,22292.95,9.44,645079.51,9,558193.44,5051019.16,9,170306.44,9.44,690607.9,9,559363.76,6471297.26,604942.49
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01316,Potomac View Elementary,510313001316,No,3757855.66,53,3092584.74,318095.26,1,39097.28,4,291806.62,6,334367.02,3321951.64,1,42157.28,4,294782.12,6,337914.62,3996805.66,318095.26
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01317,R. Dean Kilby Elementary,510313001317,No,3371432.69,46.8,2609672.66,451889.07,6,132714.12,3.6,273737.67,6,355308.24,3252907.8,10,230750.94,3.6,298370.86,6,375389.24,4157418.84,451889.07
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01319,Rippon Middle,510313001319,No,5512674.76,71,4338086.65,279427.76,0,NA,6.5,551602.52,10,622985.59,5053951.93,4,93924.52,6.5,555523.45,10,623060.29,6326460.19,279427.76
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01320,Rockledge Elementary,510313001320,No,2820786.24,38,2152688.18,230080.8,1,26270.95,2.4,315633.05,6,326194.06,2418292.66,3,68439.49,2.4,356772.39,6,326194.06,3169698.6,230080.8
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01321,Stonewall Jackson High,510313001321,No,12101921.85,135.2,9408918.98,778409.15,1,20901,15,1134852.43,24,1537249.44,11064962.29,10,241134.44,15,1148312.79,24,1537249.44,13991658.96,778409.15
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01322,Stonewall Middle,510313001322,No,5278475.99,64,4078740.84,382445.7,1,13056.16,7,543647.23,10,643031.76,4697347.75,5,128206.53,7,551057.48,10,647454.26,6024066.02,382445.7
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01323,Sudley Elementary,510313001323,No,3543075.58,44,2785213.47,204128.14,5,117132.11,3.6,270171.96,6,370558.04,3149472.93,7,170568.09,3.6,273993.62,6,377219.8,3971254.44,204128.14
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01324,Triangle Elementary,510313001324,No,3578953.59,46,2766623.55,249181.74,5,126796.94,2.6,315678.08,6,369855.02,3163178.25,10,236416.94,2.6,320033.49,6,372028.94,4091657.62,249181.74
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01325,West Gate Elementary,510313001325,No,3042069.17,41.1,2327857.27,384165.5,4,108441.56,3.2,279505.08,6,326265.26,2615878.26,4,108441.56,3.2,279505.08,6,327980.34,3331805.24,384165.5
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01326,Woodbridge Middle,510313001326,No,5921946.51,75.2,4621444.61,359043.1,1,26438.97,7,621808.65,11,652254.28,5268526,7,179171.19,7,624356.9,11,652254.28,6724308.37,359043.1
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01327,Woodbridge High,510313001327,No,11608843.95,134.8,9122596.57,690410.31,0,NA,13,1078251.45,22,1407995.93,10206640.63,5,120127.03,13,1084817.94,22,1407995.93,12819581.53,690410.31
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01328,Yorkshire Elementary,510313001328,No,4022672.65,55,3105137.68,318181.45,7,169912.45,4,335167.08,8,412455.44,3460823.51,8,195210.58,4,338201.51,8,418502.68,4412738.28,318181.45
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01399,Leesylvania Elementary,510313001399,No,3465082.83,44,2665196.68,221050.13,5,111863.96,3,349698.07,6,338324.12,3388531.14,13,302056.4,3,371876.11,6,341095.67,4403559.32,221050.13
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01402,Bennett Elementary,510313001402,No,3104841.93,34.5,2227965.61,230523.75,6.5,152482.84,2.4,346607.38,7,377786.1,2525064.99,10,240315.44,2.4,408295.62,7,377786.1,3551462.15,230523.75
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01857,Potomac High,510313001857,No,8966266.63,100.5,6796653.74,751967.33,0,NA,11,926128.56,18,1243484.33,8002279.57,5,131992.03,11,926138.09,18,1243484.33,10303894.02,751967.33
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01864,Sonnie Penn Elementary,510313001864,No,3916291.21,45,2987005.84,283648.57,6,140049.16,3,425134.51,6,364101.7,3540040.88,12,292679.7,3,462533.43,6,368816.85,4664070.86,283648.57
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01867,Bristow Run Elementary,510313001867,No,3150436.98,36.5,2438243.46,137511.06,4,104731.56,2.6,238253.51,6,369208.45,2973820.07,9,231176.52,2.6,274431.37,6,369208.45,3848636.41,137511.06
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01951,Herbert J. Saunders Middle,510313001951,No,5254436.97,60,4147805.25,372664.2,1,18352.9,6,540205.29,9,548073.53,4852921.56,8,176568.9,6,563947.73,9,548073.53,6141511.72,372664.2
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01952,Martin Luther King Jr. Elementary,510313001952,No,2126337.11,25,1546316.23,182640.74,3,57745.29,2,206156.1,6,316119.49,1646435.59,4,76927.3,2,214707.31,6,316119.49,2254189.69,182640.74
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01955,Woodbine Pre-School Center,510313001955,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587417.93,4,98159.3,0,25817.71,2,152306,863700.94,27733.59
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,01997,Lake Ridge Elementary,510313001997,No,2663275.96,33.5,1941022.11,218411.87,3,90587.49,2.2,244983.94,6,386682.42,2089585.87,5,124779.01,2.2,263759.09,6,386682.42,2864806.39,218411.87
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02038,Springwoods Elementary,510313002038,No,3296251.02,38,2531301.3,236661.98,4,101456.23,2.6,308340.25,6,355153.24,2749987.86,4,101456.23,2.6,311970.25,6,355153.24,3518567.58,236661.98
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02039,A. Henderson Elementary,510313002039,No,3214625.51,42.5,2457108.25,322633.15,4,105011.36,3,303920.26,6,348585.64,2771839.71,6,142564.92,3,313297.7,6,348585.64,3576287.97,322633.15
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02158,Lake Ridge Middle,510313002158,No,5351503.58,69.1,4295795.67,300326.83,0,NA,6,487077.04,9,565898.81,4784453.66,4,86086.77,6,496354.28,9,565898.81,5932793.52,300326.83
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02159,Sharon C. McAuliffe Elementary,510313002159,No,2318258.21,27.69,1753655.46,168576.56,0.5,10835.08,2,208452.02,6,345315.65,2145833.72,5.5,119582.82,2,231949.41,6,347835.05,2845201,168576.56
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02160,Westridge Elementary,510313002160,No,3118626.64,40.5,2449639.41,165780.5,6,129564.09,2.6,235110.5,6,304312.64,2639669.12,8,176119.07,2.6,267508.54,6,304312.64,3387609.37,165780.5
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02198,River Oaks Elementary,510313002198,No,3464073.69,43.2,2715115.75,302231.3,1,19544.37,2.6,381737.63,6,347675.94,2977113.81,1.5,29413.92,2.6,396905.5,6,347675.94,3751109.17,302231.3
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02199,Antietam Elementary,510313002199,No,2907422.4,35.79,2187770.54,313964.58,5,147600.07,2.4,252124.27,6,319927.52,2630222.42,10,259702.74,2.4,303655.7,6,319927.52,3513508.38,313964.58
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02200,George P. Mullen Elementary,510313002200,No,3962193.88,50,3142428.84,259753.32,5,126667.49,2.6,289352.23,8,403745.32,3695692.39,7,166663.26,2.6,291003.12,8,406467.02,4559825.79,259753.32
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02302,Ashland Elementary,510313002302,No,3272322.02,39,2525680.47,267394.01,4,96489.97,3,259842.13,7,390309.45,2923084.29,9,215075.22,3,289978.45,7,390309.45,3818447.41,267394.01
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02303,Bull Run Middle,510313002303,No,5451730.51,62.6,4339902.63,267208.89,0,NA,6,500225.72,9,611602.16,5120430.73,6,144465.81,6,509783.38,9,611602.16,6386282.08,267208.89
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02304,Cedar Point Elementary,510313002304,No,2966316.47,31.5,2253581.26,167675.74,3,54597.8,2.2,285878.96,6,372258.45,2577207.05,7,143267.9,2.2,307840.77,6,372258.45,3400574.17,167675.74
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02305,Swans Creek Elementary,510313002305,No,3103222.17,39,2510488.14,190783.17,3.5,83968.18,2.4,188135.32,6,320630.53,2805989.46,6.5,156021.31,2.4,218103.65,6,320630.53,3500744.95,190783.17
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02417,J.W. Alvey Elementary,510313002417,No,2894455.1,34,2229726.59,223505.11,3,77206.5,2.4,249489.05,6,338032.96,2611516.04,8,196097.68,2.4,266275.02,6,338032.96,3411921.7,223505.11
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02418,Pennington School,510313002418,No,3033799.52,37.8,2430912.97,153275.49,0,NA,2.4,262869.6,7,340016.95,2542991.78,0,0,2.4,264657.1,7,340016.95,3147665.83,153275.49
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02455,Mary Williams Elementary,510313002455,No,3471432.84,43,2758396.87,330072.5,5,131381.42,3,230450.63,7,351203.92,3159655.93,9,235328.4,3,266563.6,7,353103.92,4014651.85,330072.5
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02456,Suella G. Ellis Elementary,510313002456,No,3154721.03,40.3,2290561,318316.6,3,81581.98,3.2,271585.71,7,510992.34,2537107.66,5,127427.94,3.2,280358.62,7,510992.34,3455886.56,318316.6
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02457,Battlefield High,510313002457,No,12181091.69,141.2,9509983.65,998934.59,0,NA,14.6,1081182.17,26,1589925.87,10869284.95,7,155376.63,14.6,1083992.98,26,1589925.87,13698580.43,998934.59
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02458,Freedom High,510313002458,No,9703008.66,112,7321849.92,1142869.92,0,NA,12,915430.52,23,1465728.22,9157692.36,13,226971.32,12,938377.5,23,1467967.72,11791008.9,1142869.92
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02459,New Directions Alternative Education Center,510313002459,No,2279777.23,16,1036133.07,352252.29,5,138275.93,6,415301.21,10,690067.02,1604779.26,5,139489.73,6,415301.21,10,690067.02,2849637.22,352252.29
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02542,Forest Park High,510313002542,No,9477261.24,105,7272624.81,641403.37,0,NA,12.5,883429.96,20,1321206.47,8458641.95,8,174423.28,12.5,883456.11,20,1321206.47,10837727.81,641403.37
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02543,Louise A. Benton Middle,510313002543,No,6167477.17,72.1,5044562.02,481211.15,1,33023.02,6.6,537383.18,9,552508.95,5879803.81,6,136361.43,6.6,573145.74,9,552508.95,7141819.93,481211.15
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02584,Potomac Middle,510313002584,No,5403190.72,68.6,4274244.25,301794.99,0,NA,6,558483.87,9,570462.6,4893160.97,7,144314.54,6,591501.55,9,570462.6,6199439.66,301794.99
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02585,Glenkirk Elementary,510313002585,No,3307223.22,37.5,2550763.57,285692.77,6,145342.94,3,304076.67,6,307040.04,3133681.53,12,274705.23,3,344049.12,6,307040.04,4059475.92,285692.77
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02586,Victory Elementary,510313002586,No,2948213.32,37,2213610.11,215321.45,5,116223.05,2.5,280509.31,6,337870.85,2504671.11,9,204922.96,2.5,310523.65,6,337870.85,3357988.57,215321.45
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02587,Rosa Parks Elementary,510313002587,No,3445780.14,41,2633279.35,221098.87,6,127837.4,2.4,285205.8,6,399457.59,3019590.95,9,195381.42,2.4,307905.3,6,399457.59,3922335.26,221098.87
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02588,Buckland Mills Elementary,510313002588,No,3057149.41,35,2362976.2,248429.82,3,79156.91,2.4,247797.42,6,367218.88,2591585.51,5,126741.88,2.4,264948.07,6,367218.88,3350494.34,248429.82
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02753,Gainesville Middle,510313002753,No,6291136.26,78.2,5130465.38,355204.31,1,18642,7,584424.56,9,557604.32,5730019.46,7,156121.75,7,585023.39,9,557604.32,7028768.92,355204.31
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02783,Fannie W. Fitzgerald Elementary,510313002783,No,3880284.71,50.6,2949160.99,140501.32,4,112026.25,4,369252.61,8,449844.86,3338406.2,6.62,183020.09,4,378777.08,8,449844.86,4350048.23,140501.32
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02787,Samuel L. Gravely Jr. Elementary,510313002787,No,3194286.41,40,2496823.69,234178.66,5.62,114247.56,2.6,265428.67,6,317786.49,2656591.6,7.62,158026.79,2.6,281235.25,6,317786.49,3413640.13,234178.66
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02798,Mary G. Porter Traditional,510313002798,No,2992400.96,35.9,2315759.64,431085.31,1.6,38072.64,2.4,220503.68,6,418065,2486082.59,3.6,87264.62,2.4,224636.72,6,418065,3216048.93,431085.31
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02850,Patriot High,510313002850,No,11377740.65,135.2,9048071.52,718941.01,0,NA,13.8,976575.12,22,1353094.01,10374490.51,9,201460.09,13.8,995348.11,22,1353094.01,12924392.72,718941.01
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02851,Piney Branch Elementary,510313002851,No,3451374.66,42.5,2695564.16,312148.56,4,84540.21,2.8,290128.07,7,381142.22,3105383.15,7,152201.15,2.8,313202.98,7,381142.22,3951929.5,312148.56
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02852,T. Clay Wood Elementary,510313002852,No,3838962.63,46,2994535.35,240131.58,6,139790.31,3,307191.42,7,397445.55,3319566.82,8,186204.59,3,333952.48,7,397445.55,4237169.44,240131.58
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02858,Ronald Wilson Reagan Middle,510313002858,No,5638468.9,65.2,4231676.04,482929.61,3,65312.13,7.8,701579.94,11,639900.79,4915216.65,5,117537.09,7.8,742741.14,11,642400.79,6417895.67,482929.61
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,02968,Haymarket Elementary School,510313002968,No,3428180.01,41.6,2621176.4,373045.79,7,142550.68,2.8,324966.88,6,339486.05,2947137.52,10,206678.52,2.8,353503.34,6,339486.05,3846805.43,373045.79
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,03021,Chris Yung Elementary,510313003021,No,2961563.57,36.6,2233632.98,150953.39,4,103404.48,2.4,237217.75,6,387308.36,2504425.01,5,129610.93,2.4,240893.91,6,387308.36,3262238.21,150953.39
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,03025,Charles J. Colgan Sr. High,510313003025,No,9468848.58,108.8,7235320.5,1022119.25,0,NA,12.6,812664.19,21,1420863.89,8167917.6,7,203728.93,12.6,834007.65,21,1420863.89,10626518.07,1022119.25
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,03037,Kyle R. Wilson Elementary School,510313003037,No,2958898.34,39,2241458.85,327394.18,6,138169.94,2.8,245074.03,6,334195.52,2592410.43,12,265552.34,2.8,253576.07,6,334195.52,3445734.36,327394.18
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,03044,Covington-Harper Elementary School,510313003044,No,2573345.24,31.8,1960928.25,318144.99,3,59851.19,2,219836.29,6,332729.51,2357175.87,7,142232.6,2,236529.81,6,334629.51,3070567.79,318144.99
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,01330,Critzer Elementary,510315001330,No,1431441,26,1173870,34068.16,0,NA,3,127006,2,130565,1591662,8,123527,4,178078,2,130565,2023832,34068.16
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,01332,Dublin Elementary,510315001332,No,1519860,27,1336467,24967.17,0,NA,3,109492,1,73901,1750715,12,178185,4,157528,1,73901,2160329,24967.17
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,01333,Dublin Middle,510315001333,No,1760566,33,1426218,45447.83,1,18808,4,164584,2,150956,1667922,12,197913,4,164584,2,150956,2181375,45447.83
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,01338,Pulaski County Senior High,510315001338,No,4800555,89,3949214,214714.65,5,76239,8,382481,5,392621,4824979,15,211389,11,517141,5,392621,5946130,214714.65
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,01339,Pulaski Middle,510315001339,No,1419544,25,1072669,19051.66,0,NA,4,204499,2,142376,1281643,6,82343,4,204499,2,142376,1710861,19051.66
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,01340,Riverlawn Elementary,510315001340,No,1222113,22,970955,23212.76,0,NA,3,124279,2,126879,1432197,11,155571,4,176885,2,126879,1891532,23212.76
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,01341,Snowville Elementary,510315001341,No,801457,12,558329,11789.8,0,NA,3,167606,1,75522,654953,4,55095,4,226789,1,75522,1012359,11789.8
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,02460,Pulaski Elementary,510315002460,No,1578302,30,1289618,29684.06,0,NA,3,157273,2,131411,1759812,15,199418,5,269770,2,131411,2360411,29684.06
VA,VIRGINIA,5103180,RADFORD CITY PBLC SCHS,01342,Belle Heth Elementary,510318001342,No,1792608.42,30.12,1377665.92,75950.91,0,NA,4,196955.04,4,217987.46,1647609.37,4.12,67446.9,4,196955.04,4,217987.46,2129998.77,138988.03
VA,VIRGINIA,5103180,RADFORD CITY PBLC SCHS,01344,McHarg Elementary,510318001344,No,1478378.59,21.12,1140704.59,83152.4,0,NA,4,210376,2,127298,1459693.86,7,89904.55,4,210376,2,127298,1887272.41,136028.14
VA,VIRGINIA,5103180,RADFORD CITY PBLC SCHS,01345,Radford High,510318001345,No,2313253.49,38,1749835.18,251327.76,1.12,32189.94,4.34,252082.37,5,279146,2097036.01,8.12,128299.42,4.34,252082.37,5,279146,2756563.8,345375.53
VA,VIRGINIA,5103180,RADFORD CITY PBLC SCHS,01858,John N. Dalton Intermediate,510318001858,No,919785.13,15,655165.88,46362.92,0,NA,1.66,131764.4,2,132854.85,796610.41,2,35111.27,1.66,131764.4,2,132854.85,1096340.93,49189.13
VA,VIRGINIA,5103210,RAPPAHANNOCK CO PBLC SCHS,01346,Rappahannock County High,510321001346,No,2298325.15,36.5,1777805.22,310046.09,3,124793.52,4,212638.02,2,183088.39,1777805.22,3,124793.52,4,212638.02,2,183088.39,2298325.15,381067.03
VA,VIRGINIA,5103210,RAPPAHANNOCK CO PBLC SCHS,01347,Rappahannock County Elementary,510321001347,No,2545359.35,30.95,1986113.03,110749.63,8.9,241422.9,3,177766.8,2,140056.62,2118399.82,16,352764.83,3,177766.8,2,140056.62,2788988.07,225732.73
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,00381,Barack Obama Elementary,510324000381,No,1812618,21,1471879,25801.67,2,53366,2,132878,2,154495,1588716,3,73522,2,132878,2,154495,1949611,33338.28
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01351,Albert Hill Middle,510324001351,No,2387233,35,1977447,48764.44,5,98555,2,152060,2,159171,2076226,5,98555,2,152060,2,159171,2486012,53675.43
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01352,Amelia Street Special Education,510324001352,No,971368,1,743357,2701.37,11,140880,0,NA,1,87131,743357,11,140880,0,0,1,87131,971368,12500.1
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01356,Binford Middle,510324001356,No,2138086,33,1735411,59670.05,2,27067,2,141162,2,234446,1834319,2,27067,2.39,165895,2,234446,2261727,244222.99
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01357,Blackwell Elementary,510324001357,No,2156739,29,1659798,44317.56,3,68291,3,181275,3,247375,1818928,5,125940,3.38,205823,3,247375,2398066,287449.07
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01359,Chimborazo Elementary,510324001359,No,2105539,27,1710123,56008.9,5,105975,2,130119,2,159322,1812022,6,131936,2.38,154667,2,159322,2257947,272199.03
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01361,E.S.H. Greene Elementary,510324001361,No,2503778,36,2191939,22233.68,1,25961,2,120788,2,165090,2371811,1,25961,2,120788,2,165090,2683650,43051.1
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01363,Elizabeth D. Redd Elementary,510324001363,No,1846976,24,1504710,17370.28,3,66264,2,108802,2,167200,1610073,3,66264,2,108802,2,167200,1952339,70773.97
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01365,Fairfield Court Elementary,510324001365,No,2223575,27,1927320,9697.65,1,30519,2,135051,2,130685,2047287,1,30519,2,135051,2,130685,2343542,110313.59
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01367,Swansboro Elementary,510324001367,No,1273387,20,1002370,22150.47,2,42301,2,93882,2,134834,1147706,3,60893,2.38,118430,2,134834,1461863,169316.28
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01369,G.H. Reid Elementary,510324001369,No,2813403,39,2285271,21536.29,7,160077,2.5,134286,3,233769,2397636,7,160077,2.88,158834,3,233769,2950316,380369.82
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01370,George Mason Elementary,510324001370,No,2066335,28,1715034,31257.63,5,84314,2,119632,2,147355,1829481,7,125827,2,119632,2,147355,2222295,67708.64
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01372,Ginter Park Elementary,510324001372,No,1739545,25,1295543,39842.41,7,144912,2,137360,2,161730,1462149,9,194060,2.38,161908,2,161730,1979847,239981.52
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01373,Open High,510324001373,No,977246,16,817177,30168.61,0,NA,1,72006,1,88063,817177,0,0,1,72006,1,88063,977246,30168.61
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01374,Henderson Middle,510324001374,No,2227363,36,1734954,25419.41,2,36272,3,224396,3,231741,1875738,2,36272,4.38,248944,3,231741,2392695,452084.53
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01378,J.L. Francis Elementary,510324001378,No,2104513,31,1855571,34901.04,0,NA,2,106424,2,142518,1977863,3,37787,2,106424,2,142518,2264592,95371.85
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01379,John B. Cary Elementary,510324001379,No,1340992,16,1031807,17979.53,3,56855,2,66452,2,185878,1176590,4,56855,2,66452,2,185878,1485775,18422.54
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01383,Mary Munford Elementary,510324001383,No,2491507,26,2067686,83249.74,5,109587,2,113397,2,200837,2067686,5,109587,2,113397,2,200837,2491507,83249.74
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01385,Martin Luther King Jr. Middle,510324001385,No,3091835,49,2513174,57940.14,9,163852,4,189226,3,225583,2731924,10,163852,5.38,259573,3,225583,3380932,848429.7
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01387,Oak Grove/Bellemeade Elementary,510324001387,No,2847004,39,2342179,67498.17,7,129398,2.5,142843,3,232584,2567500,9,129398,2.88,167391,3,232584,3096873,314981.72
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01389,Overby-Sheppard Elementary,510324001389,No,1800313,20,1474852,49728.95,5,100654,2,76346,2,148461,1609897,5,100654,2,76346,2,148461,1935358,54149.22
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01400,Southampton Elementary,510324001400,No,1867872,21,1519265,24783.59,5,115846,2,72835,2,159926,1633177,5,115846,2,72835,2,159926,1981784,37775.54
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01404,Westover Hills Elementary,510324001404,No,1837458,24,1473512,29094.11,2,65960,2,116425,2,181561,1606190,3,84906,2,116425,2,181561,1989082,34488.75
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01406,William Fox Elementary,510324001406,No,2016164,26,1696961,37826.8,3,61300,2,112139,2,145764,1696961,3,61300,2,112139,2,145764,2016164,43292.89
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01407,Woodville Elementary,510324001407,No,1881384,28,1473702,38393.19,5,110282,2,114230,3,183170,1684030,7,150723,3.38,184790,3,183170,2202713,424953.99
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01860,Bellevue Elementary,510324001860,No,1736697,19,1302934,20405.26,5,134136,2,118915,2,180712,1376627,5,134136,2,118915,2,180712,1810390,37538.85
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01861,Broad Rock Elementary,510324001861,No,3450089,55,2963148,80703.43,1,16824,4,242805,3,227312,3172686,1,16824,4,242805,3,227312,3659627,146229.52
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01862,George W. Carver Elementary,510324001862,No,2339079,29,1995739,28609.85,3,49894,2,146620,2,146826,2096907,5,88521,2,146620,2,146826,2478874,59076.69
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,01863,J.B. Fisher Elementary,510324001863,No,1623912,19,1306000,34555.98,4,54798,2,97203,2,165911,1360470,4,54798,2,97203,2,165911,1678382,41776.73
